LimitedTime,Reduction,ActualLimitReduction,DischargeLimit,PriceTime,Status,BaselinePrice,Price,Charge,Discharge,Thermal,Renewable,SOC,TerminalSOC,Objective,ObjectiveChange
3,0.00031622776601683794,0.0,0.0,5,OPTIMAL,50.0,50.0,0.0,100.0,75.0,25.0,400.0,0.0,19448.88888888889,0.0
3,0.00031622776601683794,0.0,0.0,6,OPTIMAL,50.0,50.0,0.0,100.0,0.0,0.0,0.0,0.0,19448.88888888889,0.0
3,0.0005623413251903491,0.0,0.0,1,OPTIMAL,43.1,43.1,100.0,0.0,0.0,200.0,360.0,0.0,19448.88888888889,0.0
3,0.0005623413251903491,0.0,0.0,2,OPTIMAL,50.0,50.0,0.0,90.0,10.0,100.0,-0.0,0.0,19448.88888888889,0.0
3,0.0005623413251903491,0.0,0.0,3,OPTIMAL,-0.0,-0.0,200.0,0.0,0.0,500.0,720.0,0.0,19448.88888888889,0.0
3,0.0005623413251903491,0.0,0.0,4,OPTIMAL,-0.0,-0.0,22.22222222222222,0.0,0.0,322.22222222222223,800.0,0.0,19448.88888888889,0.0
3,0.0005623413251903491,0.0,0.0,5,OPTIMAL,50.0,50.0,0.0,100.0,75.0,25.0,400.0,0.0,19448.88888888889,0.0
3,0.0005623413251903491,0.0,0.0,6,OPTIMAL,50.0,50.0,0.0,100.0,0.0,0.0,0.0,0.0,19448.88888888889,0.0
3,0.001,0.0,0.0,1,OPTIMAL,43.1,43.1,100.0,0.0,0.0,200.0,360.0,0.0,19448.88888888889,0.0
3,0.001,0.0,0.0,2,OPTIMAL,50.0,50.0,0.0,90.0,10.0,100.0,-0.0,0.0,19448.88888888889,0.0
3,0.001,0.0,0.0,3,OPTIMAL,-0.0,-0.0,200.0,0.0,0.0,500.0,720.0,0.0,19448.88888888889,0.0
3,0.001,0.0,0.0,4,OPTIMAL,-0.0,-0.0,22.22222222222222,0.0,0.0,322.22222222222223,800.0,0.0,19448.88888888889,0.0
3,0.001,0.0,0.0,5,OPTIMAL,50.0,50.0,0.0,100.0,75.0,25.0,400.0,0.0,19448.88888888889,0.0
3,0.001,0.0,0.0,6,OPTIMAL,50.0,50.0,0.0,100.0,0.0,0.0,0.0,0.0,19448.88888888889,0.0
3,0.0017782794100389228,0.0,0.0,1,OPTIMAL,43.1,43.1,100.0,0.0,0.0,200.0,360.0,0.0,19448.88888888889,0.0
3,0.0017782794100389228,0.0,0.0,2,OPTIMAL,50.0,50.0,0.0,90.0,10.0,100.0,-0.0,0.0,19448.88888888889,0.0
3,0.0017782794100389228,0.0,0.0,3,OPTIMAL,-0.0,-0.0,200.0,0.0,0.0,500.0,720.0,0.0,19448.88888888889,0.0
3,0.0017782794100389228,0.0,0.0,4,OPTIMAL,-0.0,-0.0,22.22222222222222,0.0,0.0,322.22222222222223,800.0,0.0,19448.88888888889,0.0
3,0.0017782794100389228,0.0,0.0,5,OPTIMAL,50.0,50.0,0.0,100.0,75.0,25.0,400.0,0.0,19448.88888888889,0.0
3,0.0017782794100389228,0.0,0.0,6,OPTIMAL,50.0,50.0,0.0,100.0,0.0,0.0,0.0,0.0,19448.88888888889,0.0
3,0.0031622776601683794,0.0,0.0,1,OPTIMAL,43.1,43.1,100.0,0.0,0.0,200.0,360.0,0.0,19448.88888888889,0.0
3,0.0031622776601683794,0.0,0.0,2,OPTIMAL,50.0,50.0,0.0,90.0,10.0,100.0,-0.0,0.0,19448.88888888889,0.0
3,0.0031622776601683794,0.0,0.0,3,OPTIMAL,-0.0,-0.0,200.0,0.0,0.0,500.0,720.0,0.0,19448.88888888889,0.0
3,0.0031622776601683794,0.0,0.0,4,OPTIMAL,-0.0,-0.0,22.22222222222222,0.0,0.0,322.22222222222223,800.0,0.0,19448.88888888889,0.0
3,0.0031622776601683794,0.0,0.0,5,OPTIMAL,50.0,50.0,0.0,100.0,75.0,25.0,400.0,0.0,19448.88888888889,0.0
3,0.0031622776601683794,0.0,0.0,6,OPTIMAL,50.0,50.0,0.0,100.0,0.0,0.0,0.0,0.0,19448.88888888889,0.0
3,0.005623413251903491,0.0,0.0,1,OPTIMAL,43.1,43.1,100.0,0.0,0.0,200.0,360.0,0.0,19448.88888888889,0.0
3,0.005623413251903491,0.0,0.0,2,OPTIMAL,50.0,50.0,0.0,90.0,10.0,100.0,-0.0,0.0,19448.88888888889,0.0
3,0.005623413251903491,0.0,0.0,3,OPTIMAL,-0.0,-0.0,200.0,0.0,0.0,500.0,720.0,0.0,19448.88888888889,0.0
3,0.005623413251903491,0.0,0.0,4,OPTIMAL,-0.0,-0.0,22.22222222222222,0.0,0.0,322.22222222222223,800.0,0.0,19448.88888888889,0.0
3,0.005623413251903491,0.0,0.0,5,OPTIMAL,50.0,50.0,0.0,100.0,75.0,25.0,400.0,0.0,19448.88888888889,0.0
3,0.005623413251903491,0.0,0.0,6,OPTIMAL,50.0,50.0,0.0,100.0,0.0,0.0,0.0,0.0,19448.88888888889,0.0
3,0.010000000000000002,0.0,0.0,1,OPTIMAL,43.1,43.1,100.0,0.0,0.0,200.0,360.0,0.0,19448.88888888889,0.0
3,0.010000000000000002,0.0,0.0,2,OPTIMAL,50.0,50.0,0.0,90.0,10.0,100.0,-0.0,0.0,19448.88888888889,0.0
3,0.010000000000000002,0.0,0.0,3,OPTIMAL,-0.0,-0.0,200.0,0.0,0.0,500.0,720.0,0.0,19448.88888888889,0.0
3,0.010000000000000002,0.0,0.0,4,OPTIMAL,-0.0,-0.0,22.22222222222222,0.0,0.0,322.22222222222223,800.0,0.0,19448.88888888889,0.0
3,0.010000000000000002,0.0,0.0,5,OPTIMAL,50.0,50.0,0.0,100.0,75.0,25.0,400.0,0.0,19448.88888888889,0.0
3,0.010000000000000002,0.0,0.0,6,OPTIMAL,50.0,50.0,0.0,100.0,0.0,0.0,0.0,0.0,19448.88888888889,0.0
3,0.01778279410038923,0.0,0.0,1,OPTIMAL,43.1,43.1,100.0,0.0,0.0,200.0,360.0,0.0,19448.88888888889,0.0
3,0.01778279410038923,0.0,0.0,2,OPTIMAL,50.0,50.0,0.0,90.0,10.0,100.0,-0.0,0.0,19448.88888888889,0.0
3,0.01778279410038923,0.0,0.0,3,OPTIMAL,-0.0,-0.0,200.0,0.0,0.0,500.0,720.0,0.0,19448.88888888889,0.0
3,0.01778279410038923,0.0,0.0,4,OPTIMAL,-0.0,-0.0,22.22222222222222,0.0,0.0,322.22222222222223,800.0,0.0,19448.88888888889,0.0
3,0.01778279410038923,0.0,0.0,5,OPTIMAL,50.0,50.0,0.0,100.0,75.0,25.0,400.0,0.0,19448.88888888889,0.0
3,0.01778279410038923,0.0,0.0,6,OPTIMAL,50.0,50.0,0.0,100.0,0.0,0.0,0.0,0.0,19448.88888888889,0.0
3,0.03162277660168379,0.0,0.0,1,OPTIMAL,43.1,43.1,100.0,0.0,0.0,200.0,360.0,0.0,19448.88888888889,0.0
3,0.03162277660168379,0.0,0.0,2,OPTIMAL,50.0,50.0,0.0,90.0,10.0,100.0,-0.0,0.0,19448.88888888889,0.0
3,0.03162277660168379,0.0,0.0,3,OPTIMAL,-0.0,-0.0,200.0,0.0,0.0,500.0,720.0,0.0,19448.88888888889,0.0
3,0.03162277660168379,0.0,0.0,4,OPTIMAL,-0.0,-0.0,22.22222222222222,0.0,0.0,322.22222222222223,800.0,0.0,19448.88888888889,0.0
3,0.03162277660168379,0.0,0.0,5,OPTIMAL,50.0,50.0,0.0,100.0,75.0,25.0,400.0,0.0,19448.88888888889,0.0
3,0.03162277660168379,0.0,0.0,6,OPTIMAL,50.0,50.0,0.0,100.0,0.0,0.0,0.0,0.0,19448.88888888889,0.0
3,0.05623413251903491,0.0,0.0,1,OPTIMAL,43.1,43.1,100.0,0.0,0.0,200.0,360.0,0.0,19448.88888888889,0.0
3,0.05623413251903491,0.0,0.0,2,OPTIMAL,50.0,50.0,0.0,90.0,10.0,100.0,-0.0,0.0,19448.88888888889,0.0
3,0.05623413251903491,0.0,0.0,3,OPTIMAL,-0.0,-0.0,200.0,0.0,0.0,500.0,720.0,0.0,19448.88888888889,0.0
3,0.05623413251903491,0.0,0.0,4,OPTIMAL,-0.0,-0.0,22.22222222222222,0.0,0.0,322.22222222222223,800.0,0.0,19448.88888888889,0.0
3,0.05623413251903491,0.0,0.0,5,OPTIMAL,50.0,50.0,0.0,100.0,75.0,25.0,400.0,0.0,19448.88888888889,0.0
3,0.05623413251903491,0.0,0.0,6,OPTIMAL,50.0,50.0,0.0,100.0,0.0,0.0,0.0,0.0,19448.88888888889,0.0
3,0.1,0.0,0.0,1,OPTIMAL,43.1,43.1,100.0,0.0,0.0,200.0,360.0,0.0,19448.88888888889,0.0
3,0.1,0.0,0.0,2,OPTIMAL,50.0,50.0,0.0,90.0,10.0,100.0,-0.0,0.0,19448.88888888889,0.0
3,0.1,0.0,0.0,3,OPTIMAL,-0.0,-0.0,200.0,0.0,0.0,500.0,720.0,0.0,19448.88888888889,0.0
3,0.1,0.0,0.0,4,OPTIMAL,-0.0,-0.0,22.22222222222222,0.0,0.0,322.22222222222223,800.0,0.0,19448.88888888889,0.0
3,0.1,0.0,0.0,5,OPTIMAL,50.0,50.0,0.0,100.0,75.0,25.0,400.0,0.0,19448.88888888889,0.0
3,0.1,0.0,0.0,6,OPTIMAL,50.0,50.0,0.0,100.0,0.0,0.0,0.0,0.0,19448.88888888889,0.0
4,0.0,0.0,0.0,1,OPTIMAL,43.1,43.1,100.0,0.0,0.0,200.0,360.0,0.0,19448.88888888889,0.0
4,0.0,0.0,0.0,2,OPTIMAL,50.0,50.0,0.0,90.0,10.0,100.0,-0.0,0.0,19448.88888888889,0.0
4,0.0,0.0,0.0,3,OPTIMAL,-0.0,-0.0,200.0,0.0,0.0,500.0,720.0,0.0,19448.88888888889,0.0
4,0.0,0.0,0.0,4,OPTIMAL,-0.0,-0.0,22.22222222222222,0.0,0.0,322.22222222222223,800.0,0.0,19448.88888888889,0.0
4,0.0,0.0,0.0,5,OPTIMAL,50.0,50.0,0.0,100.0,75.0,25.0,400.0,0.0,19448.88888888889,0.0
4,0.0,0.0,0.0,6,OPTIMAL,50.0,50.0,0.0,100.0,0.0,0.0,0.0,0.0,19448.88888888889,0.0
4,1.0e-6,0.0,0.0,1,OPTIMAL,43.1,43.1,100.0,0.0,0.0,200.0,360.0,0.0,19448.88888888889,0.0
4,1.0e-6,0.0,0.0,2,OPTIMAL,50.0,50.0,0.0,90.0,10.0,100.0,-0.0,0.0,19448.88888888889,0.0
4,1.0e-6,0.0,0.0,3,OPTIMAL,-0.0,-0.0,200.0,0.0,0.0,500.0,720.0,0.0,19448.88888888889,0.0
4,1.0e-6,0.0,0.0,4,OPTIMAL,-0.0,-0.0,22.22222222222222,0.0,0.0,322.22222222222223,800.0,0.0,19448.88888888889,0.0
4,1.0e-6,0.0,0.0,5,OPTIMAL,50.0,50.0,0.0,100.0,75.0,25.0,400.0,0.0,19448.88888888889,0.0
4,1.0e-6,0.0,0.0,6,OPTIMAL,50.0,50.0,0.0,100.0,0.0,0.0,0.0,0.0,19448.88888888889,0.0
4,1.778279410038923e-6,0.0,0.0,1,OPTIMAL,43.1,43.1,100.0,0.0,0.0,200.0,360.0,0.0,19448.88888888889,0.0
4,1.778279410038923e-6,0.0,0.0,2,OPTIMAL,50.0,50.0,0.0,90.0,10.0,100.0,-0.0,0.0,19448.88888888889,0.0
4,1.778279410038923e-6,0.0,0.0,3,OPTIMAL,-0.0,-0.0,200.0,0.0,0.0,500.0,720.0,0.0,19448.88888888889,0.0
4,1.778279410038923e-6,0.0,0.0,4,OPTIMAL,-0.0,-0.0,22.22222222222222,0.0,0.0,322.22222222222223,800.0,0.0,19448.88888888889,0.0
4,1.778279410038923e-6,0.0,0.0,5,OPTIMAL,50.0,50.0,0.0,100.0,75.0,25.0,400.0,0.0,19448.88888888889,0.0
4,1.778279410038923e-6,0.0,0.0,6,OPTIMAL,50.0,50.0,0.0,100.0,0.0,0.0,0.0,0.0,19448.88888888889,0.0
4,3.162277660168379e-6,0.0,0.0,1,OPTIMAL,43.1,43.1,100.0,0.0,0.0,200.0,360.0,0.0,19448.88888888889,0.0
4,3.162277660168379e-6,0.0,0.0,2,OPTIMAL,50.0,50.0,0.0,90.0,10.0,100.0,-0.0,0.0,19448.88888888889,0.0
4,3.162277660168379e-6,0.0,0.0,3,OPTIMAL,-0.0,-0.0,200.0,0.0,0.0,500.0,720.0,0.0,19448.88888888889,0.0
4,3.162277660168379e-6,0.0,0.0,4,OPTIMAL,-0.0,-0.0,22.22222222222222,0.0,0.0,322.22222222222223,800.0,0.0,19448.88888888889,0.0
4,3.162277660168379e-6,0.0,0.0,5,OPTIMAL,50.0,50.0,0.0,100.0,75.0,25.0,400.0,0.0,19448.88888888889,0.0
4,3.162277660168379e-6,0.0,0.0,6,OPTIMAL,50.0,50.0,0.0,100.0,0.0,0.0,0.0,0.0,19448.88888888889,0.0
4,5.623413251903491e-6,0.0,0.0,1,OPTIMAL,43.1,43.1,100.0,0.0,0.0,200.0,360.0,0.0,19448.88888888889,0.0
4,5.623413251903491e-6,0.0,0.0,2,OPTIMAL,50.0,50.0,0.0,90.0,10.0,100.0,-0.0,0.0,19448.88888888889,0.0
4,5.623413251903491e-6,0.0,0.0,3,OPTIMAL,-0.0,-0.0,200.0,0.0,0.0,500.0,720.0,0.0,19448.88888888889,0.0
4,5.623413251903491e-6,0.0,0.0,4,OPTIMAL,-0.0,-0.0,22.22222222222222,0.0,0.0,322.22222222222223,800.0,0.0,19448.88888888889,0.0
4,5.623413251903491e-6,0.0,0.0,5,OPTIMAL,50.0,50.0,0.0,100.0,75.0,25.0,400.0,0.0,19448.88888888889,0.0
4,5.623413251903491e-6,0.0,0.0,6,OPTIMAL,50.0,50.0,0.0,100.0,0.0,0.0,0.0,0.0,19448.88888888889,0.0
4,1.0e-5,0.0,0.0,1,OPTIMAL,43.1,43.1,100.0,0.0,0.0,200.0,360.0,0.0,19448.88888888889,0.0
4,1.0e-5,0.0,0.0,2,OPTIMAL,50.0,50.0,0.0,90.0,10.0,100.0,-0.0,0.0,19448.88888888889,0.0
4,1.0e-5,0.0,0.0,3,OPTIMAL,-0.0,-0.0,200.0,0.0,0.0,500.0,720.0,0.0,19448.88888888889,0.0
4,1.0e-5,0.0,0.0,4,OPTIMAL,-0.0,-0.0,22.22222222222222,0.0,0.0,322.22222222222223,800.0,0.0,19448.88888888889,0.0
4,1.0e-5,0.0,0.0,5,OPTIMAL,50.0,50.0,0.0,100.0,75.0,25.0,400.0,0.0,19448.88888888889,0.0
4,1.0e-5,0.0,0.0,6,OPTIMAL,50.0,50.0,0.0,100.0,0.0,0.0,0.0,0.0,19448.88888888889,0.0
4,1.778279410038923e-5,0.0,0.0,1,OPTIMAL,43.1,43.1,100.0,0.0,0.0,200.0,360.0,0.0,19448.88888888889,0.0
4,1.778279410038923e-5,0.0,0.0,2,OPTIMAL,50.0,50.0,0.0,90.0,10.0,100.0,-0.0,0.0,19448.88888888889,0.0
4,1.778279410038923e-5,0.0,0.0,3,OPTIMAL,-0.0,-0.0,200.0,0.0,0.0,500.0,720.0,0.0,19448.88888888889,0.0
4,1.778279410038923e-5,0.0,0.0,4,OPTIMAL,-0.0,-0.0,22.22222222222222,0.0,0.0,322.22222222222223,800.0,0.0,19448.88888888889,0.0
4,1.778279410038923e-5,0.0,0.0,5,OPTIMAL,50.0,50.0,0.0,100.0,75.0,25.0,400.0,0.0,19448.88888888889,0.0
4,1.778279410038923e-5,0.0,0.0,6,OPTIMAL,50.0,50.0,0.0,100.0,0.0,0.0,0.0,0.0,19448.88888888889,0.0
4,3.1622776601683795e-5,0.0,0.0,1,OPTIMAL,43.1,43.1,100.0,0.0,0.0,200.0,360.0,0.0,19448.88888888889,0.0
4,3.1622776601683795e-5,0.0,0.0,2,OPTIMAL,50.0,50.0,0.0,90.0,10.0,100.0,-0.0,0.0,19448.88888888889,0.0
4,3.1622776601683795e-5,0.0,0.0,3,OPTIMAL,-0.0,-0.0,200.0,0.0,0.0,500.0,720.0,0.0,19448.88888888889,0.0
4,3.1622776601683795e-5,0.0,0.0,4,OPTIMAL,-0.0,-0.0,22.22222222222222,0.0,0.0,322.22222222222223,800.0,0.0,19448.88888888889,0.0
4,3.1622776601683795e-5,0.0,0.0,5,OPTIMAL,50.0,50.0,0.0,100.0,75.0,25.0,400.0,0.0,19448.88888888889,0.0
4,3.1622776601683795e-5,0.0,0.0,6,OPTIMAL,50.0,50.0,0.0,100.0,0.0,0.0,0.0,0.0,19448.88888888889,0.0
4,5.623413251903491e-5,0.0,0.0,1,OPTIMAL,43.1,43.1,100.0,0.0,0.0,200.0,360.0,0.0,19448.88888888889,0.0
4,5.623413251903491e-5,0.0,0.0,2,OPTIMAL,50.0,50.0,0.0,90.0,10.0,100.0,-0.0,0.0,19448.88888888889,0.0
4,5.623413251903491e-5,0.0,0.0,3,OPTIMAL,-0.0,-0.0,200.0,0.0,0.0,500.0,720.0,0.0,19448.88888888889,0.0
4,5.623413251903491e-5,0.0,0.0,4,OPTIMAL,-0.0,-0.0,22.22222222222222,0.0,0.0,322.22222222222223,800.0,0.0,19448.88888888889,0.0
4,5.623413251903491e-5,0.0,0.0,5,OPTIMAL,50.0,50.0,0.0,100.0,75.0,25.0,400.0,0.0,19448.88888888889,0.0
4,5.623413251903491e-5,0.0,0.0,6,OPTIMAL,50.0,50.0,0.0,100.0,0.0,0.0,0.0,0.0,19448.88888888889,0.0
4,0.0001,0.0,0.0,1,OPTIMAL,43.1,43.1,100.0,0.0,0.0,200.0,360.0,0.0,19448.88888888889,0.0
4,0.0001,0.0,0.0,2,OPTIMAL,50.0,50.0,0.0,90.0,10.0,100.0,-0.0,0.0,19448.88888888889,0.0
4,0.0001,0.0,0.0,3,OPTIMAL,-0.0,-0.0,200.0,0.0,0.0,500.0,720.0,0.0,19448.88888888889,0.0
4,0.0001,0.0,0.0,4,OPTIMAL,-0.0,-0.0,22.22222222222222,0.0,0.0,322.22222222222223,800.0,0.0,19448.88888888889,0.0
4,0.0001,0.0,0.0,5,OPTIMAL,50.0,50.0,0.0,100.0,75.0,25.0,400.0,0.0,19448.88888888889,0.0
4,0.0001,0.0,0.0,6,OPTIMAL,50.0,50.0,0.0,100.0,0.0,0.0,0.0,0.0,19448.88888888889,0.0
4,0.00017782794100389227,0.0,0.0,1,OPTIMAL,43.1,43.1,100.0,0.0,0.0,200.0,360.0,0.0,19448.88888888889,0.0
4,0.00017782794100389227,0.0,0.0,2,OPTIMAL,50.0,50.0,0.0,90.0,10.0,100.0,-0.0,0.0,19448.88888888889,0.0
4,0.00017782794100389227,0.0,0.0,3,OPTIMAL,-0.0,-0.0,200.0,0.0,0.0,500.0,720.0,0.0,19448.88888888889,0.0
4,0.00017782794100389227,0.0,0.0,4,OPTIMAL,-0.0,-0.0,22.22222222222222,0.0,0.0,322.22222222222223,800.0,0.0,19448.88888888889,0.0
4,0.00017782794100389227,0.0,0.0,5,OPTIMAL,50.0,50.0,0.0,100.0,75.0,25.0,400.0,0.0,19448.88888888889,0.0
4,0.00017782794100389227,0.0,0.0,6,OPTIMAL,50.0,50.0,0.0,100.0,0.0,0.0,0.0,0.0,19448.88888888889,0.0
4,0.00031622776601683794,0.0,0.0,1,OPTIMAL,43.1,43.1,100.0,0.0,0.0,200.0,360.0,0.0,19448.88888888889,0.0
4,0.00031622776601683794,0.0,0.0,2,OPTIMAL,50.0,50.0,0.0,90.0,10.0,100.0,-0.0,0.0,19448.88888888889,0.0
4,0.00031622776601683794,0.0,0.0,3,OPTIMAL,-0.0,-0.0,200.0,0.0,0.0,500.0,720.0,0.0,19448.88888888889,0.0
4,0.00031622776601683794,0.0,0.0,4,OPTIMAL,-0.0,-0.0,22.22222222222222,0.0,0.0,322.22222222222223,800.0,0.0,19448.88888888889,0.0
4,0.00031622776601683794,0.0,0.0,5,OPTIMAL,50.0,50.0,0.0,100.0,75.0,25.0,400.0,0.0,19448.88888888889,0.0
4,0.00031622776601683794,0.0,0.0,6,OPTIMAL,50.0,50.0,0.0,100.0,0.0,0.0,0.0,0.0,19448.88888888889,0.0
4,0.0005623413251903491,0.0,0.0,1,OPTIMAL,43.1,43.1,100.0,0.0,0.0,200.0,360.0,0.0,19448.88888888889,0.0
4,0.0005623413251903491,0.0,0.0,2,OPTIMAL,50.0,50.0,0.0,90.0,10.0,100.0,-0.0,0.0,19448.88888888889,0.0
4,0.0005623413251903491,0.0,0.0,3,OPTIMAL,-0.0,-0.0,200.0,0.0,0.0,500.0,720.0,0.0,19448.88888888889,0.0
4,0.0005623413251903491,0.0,0.0,4,OPTIMAL,-0.0,-0.0,22.22222222222222,0.0,0.0,322.22222222222223,800.0,0.0,19448.88888888889,0.0
4,0.0005623413251903491,0.0,0.0,5,OPTIMAL,50.0,50.0,0.0,100.0,75.0,25.0,400.0,0.0,19448.88888888889,0.0
4,0.0005623413251903491,0.0,0.0,6,OPTIMAL,50.0,50.0,0.0,100.0,0.0,0.0,0.0,0.0,19448.88888888889,0.0
4,0.001,0.0,0.0,1,OPTIMAL,43.1,43.1,100.0,0.0,0.0,200.0,360.0,0.0,19448.88888888889,0.0
4,0.001,0.0,0.0,2,OPTIMAL,50.0,50.0,0.0,90.0,10.0,100.0,-0.0,0.0,19448.88888888889,0.0
4,0.001,0.0,0.0,3,OPTIMAL,-0.0,-0.0,200.0,0.0,0.0,500.0,720.0,0.0,19448.88888888889,0.0
4,0.001,0.0,0.0,4,OPTIMAL,-0.0,-0.0,22.22222222222222,0.0,0.0,322.22222222222223,800.0,0.0,19448.88888888889,0.0
4,0.001,0.0,0.0,5,OPTIMAL,50.0,50.0,0.0,100.0,75.0,25.0,400.0,0.0,19448.88888888889,0.0
4,0.001,0.0,0.0,6,OPTIMAL,50.0,50.0,0.0,100.0,0.0,0.0,0.0,0.0,19448.88888888889,0.0
4,0.0017782794100389228,0.0,0.0,1,OPTIMAL,43.1,43.1,100.0,0.0,0.0,200.0,360.0,0.0,19448.88888888889,0.0
4,0.0017782794100389228,0.0,0.0,2,OPTIMAL,50.0,50.0,0.0,90.0,10.0,100.0,-0.0,0.0,19448.88888888889,0.0
4,0.0017782794100389228,0.0,0.0,3,OPTIMAL,-0.0,-0.0,200.0,0.0,0.0,500.0,720.0,0.0,19448.88888888889,0.0
4,0.0017782794100389228,0.0,0.0,4,OPTIMAL,-0.0,-0.0,22.22222222222222,0.0,0.0,322.22222222222223,800.0,0.0,19448.88888888889,0.0
4,0.0017782794100389228,0.0,0.0,5,OPTIMAL,50.0,50.0,0.0,100.0,75.0,25.0,400.0,0.0,19448.88888888889,0.0
4,0.0017782794100389228,0.0,0.0,6,OPTIMAL,50.0,50.0,0.0,100.0,0.0,0.0,0.0,0.0,19448.88888888889,0.0
4,0.0031622776601683794,0.0,0.0,1,OPTIMAL,43.1,43.1,100.0,0.0,0.0,200.0,360.0,0.0,19448.88888888889,0.0
4,0.0031622776601683794,0.0,0.0,2,OPTIMAL,50.0,50.0,0.0,90.0,10.0,100.0,-0.0,0.0,19448.88888888889,0.0
4,0.0031622776601683794,0.0,0.0,3,OPTIMAL,-0.0,-0.0,200.0,0.0,0.0,500.0,720.0,0.0,19448.88888888889,0.0
4,0.0031622776601683794,0.0,0.0,4,OPTIMAL,-0.0,-0.0,22.22222222222222,0.0,0.0,322.22222222222223,800.0,0.0,19448.88888888889,0.0
4,0.0031622776601683794,0.0,0.0,5,OPTIMAL,50.0,50.0,0.0,100.0,75.0,25.0,400.0,0.0,19448.88888888889,0.0
4,0.0031622776601683794,0.0,0.0,6,OPTIMAL,50.0,50.0,0.0,100.0,0.0,0.0,0.0,0.0,19448.88888888889,0.0
4,0.005623413251903491,0.0,0.0,1,OPTIMAL,43.1,43.1,100.0,0.0,0.0,200.0,360.0,0.0,19448.88888888889,0.0
4,0.005623413251903491,0.0,0.0,2,OPTIMAL,50.0,50.0,0.0,90.0,10.0,100.0,-0.0,0.0,19448.88888888889,0.0
4,0.005623413251903491,0.0,0.0,3,OPTIMAL,-0.0,-0.0,200.0,0.0,0.0,500.0,720.0,0.0,19448.88888888889,0.0
4,0.005623413251903491,0.0,0.0,4,OPTIMAL,-0.0,-0.0,22.22222222222222,0.0,0.0,322.22222222222223,800.0,0.0,19448.88888888889,0.0
4,0.005623413251903491,0.0,0.0,5,OPTIMAL,50.0,50.0,0.0,100.0,75.0,25.0,400.0,0.0,19448.88888888889,0.0
4,0.005623413251903491,0.0,0.0,6,OPTIMAL,50.0,50.0,0.0,100.0,0.0,0.0,0.0,0.0,19448.88888888889,0.0
4,0.010000000000000002,0.0,0.0,1,OPTIMAL,43.1,43.1,100.0,0.0,0.0,200.0,360.0,0.0,19448.88888888889,0.0
4,0.010000000000000002,0.0,0.0,2,OPTIMAL,50.0,50.0,0.0,90.0,10.0,100.0,-0.0,0.0,19448.88888888889,0.0
4,0.010000000000000002,0.0,0.0,3,OPTIMAL,-0.0,-0.0,200.0,0.0,0.0,500.0,720.0,0.0,19448.88888888889,0.0
4,0.010000000000000002,0.0,0.0,4,OPTIMAL,-0.0,-0.0,22.22222222222222,0.0,0.0,322.22222222222223,800.0,0.0,19448.88888888889,0.0
4,0.010000000000000002,0.0,0.0,5,OPTIMAL,50.0,50.0,0.0,100.0,75.0,25.0,400.0,0.0,19448.88888888889,0.0
4,0.010000000000000002,0.0,0.0,6,OPTIMAL,50.0,50.0,0.0,100.0,0.0,0.0,0.0,0.0,19448.88888888889,0.0
4,0.01778279410038923,0.0,0.0,1,OPTIMAL,43.1,43.1,100.0,0.0,0.0,200.0,360.0,0.0,19448.88888888889,0.0
4,0.01778279410038923,0.0,0.0,2,OPTIMAL,50.0,50.0,0.0,90.0,10.0,100.0,-0.0,0.0,19448.88888888889,0.0
4,0.01778279410038923,0.0,0.0,3,OPTIMAL,-0.0,-0.0,200.0,0.0,0.0,500.0,720.0,0.0,19448.88888888889,0.0
4,0.01778279410038923,0.0,0.0,4,OPTIMAL,-0.0,-0.0,22.22222222222222,0.0,0.0,322.22222222222223,800.0,0.0,19448.88888888889,0.0
4,0.01778279410038923,0.0,0.0,5,OPTIMAL,50.0,50.0,0.0,100.0,75.0,25.0,400.0,0.0,19448.88888888889,0.0
4,0.01778279410038923,0.0,0.0,6,OPTIMAL,50.0,50.0,0.0,100.0,0.0,0.0,0.0,0.0,19448.88888888889,0.0
4,0.03162277660168379,0.0,0.0,1,OPTIMAL,43.1,43.1,100.0,0.0,0.0,200.0,360.0,0.0,19448.88888888889,0.0
4,0.03162277660168379,0.0,0.0,2,OPTIMAL,50.0,50.0,0.0,90.0,10.0,100.0,-0.0,0.0,19448.88888888889,0.0
4,0.03162277660168379,0.0,0.0,3,OPTIMAL,-0.0,-0.0,200.0,0.0,0.0,500.0,720.0,0.0,19448.88888888889,0.0
4,0.03162277660168379,0.0,0.0,4,OPTIMAL,-0.0,-0.0,22.22222222222222,0.0,0.0,322.22222222222223,800.0,0.0,19448.88888888889,0.0
4,0.03162277660168379,0.0,0.0,5,OPTIMAL,50.0,50.0,0.0,100.0,75.0,25.0,400.0,0.0,19448.88888888889,0.0
4,0.03162277660168379,0.0,0.0,6,OPTIMAL,50.0,50.0,0.0,100.0,0.0,0.0,0.0,0.0,19448.88888888889,0.0
4,0.05623413251903491,0.0,0.0,1,OPTIMAL,43.1,43.1,100.0,0.0,0.0,200.0,360.0,0.0,19448.88888888889,0.0
4,0.05623413251903491,0.0,0.0,2,OPTIMAL,50.0,50.0,0.0,90.0,10.0,100.0,-0.0,0.0,19448.88888888889,0.0
4,0.05623413251903491,0.0,0.0,3,OPTIMAL,-0.0,-0.0,200.0,0.0,0.0,500.0,720.0,0.0,19448.88888888889,0.0
